Latitude,Longitude,count,max,min,ptp
41.944,-87.694,2,2013-08-08,2013-08-08,0
41.944,-87.704,3,2013-08-08,2013-08-08,0
41.945,-87.802,2,2013-08-15,2013-08-15,0
41.945,-87.799,2,2013-08-15,2013-08-15,0
41.945,-87.798,2,2013-08-15,2013-08-15,0
41.945,-87.796,1,2013-08-15,2013-08-15,0
41.945,-87.73,1,2013-07-25,2013-07-25,0
41.945,-87.731,2,2013-07-25,2013-07-25,0
41.945,-87.732,1,2013-07-25,2013-07-25,0
41.945,-87.735,4,2013-07-25,2013-07-25,0
41.945,-87.736,1,2013-07-25,2013-07-25,0
41.945,-87.737,2,2013-07-25,2013-07-25,0
41.945,-87.777,1,2013-08-15,2013-08-15,0
41.945,-87.778,2,2013-08-15,2013-08-15,0
41.945,-87.779,1,2013-08-15,2013-08-15,0
41.945,-87.78,1,2013-08-15,2013-08-15,0
41.945,-87.781,1,2013-08-15,2013-08-15,0
41.945,-87.782,1,2013-08-15,2013-08-15,0
41.945,-87.783,2,2013-08-15,2013-08-15,0
41.945,-87.784,1,2013-08-15,2013-08-15,0
41.945,-87.785,1,2013-08-15,2013-08-15,0
41.945,-87.786,4,2013-08-15,2013-08-15,0
41.945,-87.79,2,2013-08-15,2013-08-15,0
41.945,-87.792,3,2013-08-15,2013-08-15,0
41.945,-87.793,1,2013-08-15,2013-08-15,0
41.945,-87.794,1,2013-08-15,2013-08-15,0
41.945,-87.795,2,2013-08-15,2013-08-15,0
41.944,-87.705,3,2013-08-08,2013-08-08,0
41.944,-87.713,1,2013-07-25,2013-07-25,0
41.945,-87.728,1,2013-07-25,2013-07-25,0
41.944,-87.801,1,2013-08-15,2013-08-15,0
41.944,-87.786,2,2013-08-15,2013-08-15,0
41.944,-87.788,1,2013-08-15,2013-08-15,0
41.944,-87.789,1,2013-08-15,2013-08-15,0
41.944,-87.79,2,2013-08-15,2013-08-15,0
41.944,-87.792,1,2013-08-15,2013-08-15,0
41.944,-87.794,3,2013-08-15,2013-08-15,0
41.944,-87.795,2,2013-08-15,2013-08-15,0
41.944,-87.796,2,2013-08-15,2013-08-15,0
41.944,-87.798,4,2013-08-15,2013-08-15,0
41.944,-87.799,3,2013-08-15,2013-08-15,0
41.944,-87.802,2,2013-08-15,2013-08-15,0
41.944,-87.719,6,2013-07-25,2013-07-25,0
41.944,-87.803,2,2013-08-15,2013-08-15,0
41.944,-87.804,3,2013-08-15,2013-08-15,0
41.944,-87.806,2,2013-08-15,2013-08-15,0
41.944,-87.808,2,2013-08-15,2013-08-15,0
41.944,-87.809,4,2013-08-15,2013-08-15,0
41.944,-87.811,1,2013-08-15,2013-08-15,0
41.944,-87.812,3,2013-08-15,2013-08-15,0
41.944,-87.813,2,2013-08-15,2013-08-15,0
41.944,-87.814,3,2013-08-15,2013-08-15,0
41.944,-87.816,4,2013-08-15,2013-08-15,0
41.944,-87.785,1,2013-08-15,2013-08-15,0
41.944,-87.784,1,2013-08-15,2013-08-15,0
41.944,-87.783,1,2013-08-15,2013-08-15,0
41.944,-87.782,1,2013-08-15,2013-08-15,0
41.944,-87.72,6,2013-07-25,2013-07-25,0
41.944,-87.721,5,2013-07-25,2013-07-25,0
41.944,-87.722,4,2013-07-25,2013-07-25,0
41.944,-87.724,4,2013-07-25,2013-07-25,0
41.944,-87.725,6,2013-07-25,2013-07-25,0
41.944,-87.726,4,2013-07-25,2013-07-25,0
41.944,-87.727,2,2013-07-25,2013-07-25,0
41.944,-87.728,3,2013-07-25,2013-07-25,0
41.944,-87.729,1,2013-07-25,2013-07-25,0
41.944,-87.73,1,2013-07-25,2013-07-25,0
41.944,-87.731,3,2013-07-25,2013-07-25,0
41.944,-87.732,2,2013-07-25,2013-07-25,0
41.944,-87.734,2,2013-07-25,2013-07-25,0
41.944,-87.735,4,2013-07-25,2013-07-25,0
41.944,-87.736,2,2013-07-25,2013-07-25,0
41.944,-87.737,1,2013-07-25,2013-07-25,0
41.944,-87.777,1,2013-08-15,2013-08-15,0
41.944,-87.778,2,2013-08-15,2013-08-15,0
41.944,-87.779,1,2013-08-15,2013-08-15,0
41.944,-87.78,1,2013-08-15,2013-08-15,0
41.944,-87.781,2,2013-08-15,2013-08-15,0
41.945,-87.729,1,2013-07-25,2013-07-25,0
41.945,-87.727,4,2013-07-25,2013-07-25,0
41.941,-87.798,4,2013-08-15,2013-08-15,0
41.946,-87.703,2,2013-08-08,2013-08-08,0
41.947,-87.816,2,2013-08-15,2013-08-15,0
41.947,-87.817,2,2013-08-15,2013-08-15,0
41.947,-87.818,2,2013-08-15,2013-08-15,0
41.946,-87.68,2,2013-08-08,2013-08-08,0
41.946,-87.681,2,2013-08-08,2013-08-08,0
41.946,-87.684,3,2013-08-08,2013-08-08,0
41.946,-87.685,3,2013-08-08,2013-08-08,0
41.946,-87.686,2,2013-08-08,2013-08-08,0
41.946,-87.687,2,2013-08-08,2013-08-08,0
41.946,-87.694,1,2013-08-08,2013-08-08,0
41.946,-87.704,2,2013-08-08,2013-08-08,0
41.946,-87.725,1,2013-07-25,2013-07-25,0
41.946,-87.705,2,2013-08-08,2013-08-08,0
41.946,-87.706,2,2013-08-08,2013-08-08,0
41.946,-87.707,2,2013-08-08,2013-08-08,0
41.946,-87.713,1,2013-07-25,2013-07-25,0
41.946,-87.716,1,2013-07-25,2013-07-25,0
41.946,-87.719,1,2013-07-25,2013-07-25,0
41.946,-87.72,3,2013-07-25,2013-07-25,0
41.946,-87.721,2,2013-07-25,2013-07-25,0
41.946,-87.722,4,2013-07-25,2013-07-25,0
41.946,-87.723,5,2013-07-25,2013-07-25,0
41.947,-87.814,1,2013-08-15,2013-08-15,0
41.947,-87.813,2,2013-08-15,2013-08-15,0
41.947,-87.812,2,2013-08-15,2013-08-15,0
41.947,-87.811,2,2013-08-15,2013-08-15,0
41.947,-87.731,2,2013-07-25,2013-07-25,0
41.947,-87.732,2,2013-07-25,2013-07-25,0
41.947,-87.777,1,2013-08-15,2013-08-15,0
41.947,-87.778,2,2013-08-15,2013-08-15,0
41.947,-87.779,1,2013-08-15,2013-08-15,0
41.947,-87.78,1,2013-08-15,2013-08-15,0
41.947,-87.781,1,2013-08-15,2013-08-15,0
41.947,-87.782,2,2013-08-15,2013-08-15,0
41.947,-87.783,1,2013-08-15,2013-08-15,0
41.947,-87.784,1,2013-08-15,2013-08-15,0
41.947,-87.785,1,2013-08-15,2013-08-15,0
41.947,-87.797,2,2013-08-15,2013-08-15,0
41.947,-87.799,2,2013-08-15,2013-08-15,0
41.947,-87.8,1,2013-08-15,2013-08-15,0
41.947,-87.801,2,2013-08-15,2013-08-15,0
41.947,-87.803,2,2013-08-15,2013-08-15,0
41.947,-87.805,4,2013-08-15,2013-08-15,0
41.947,-87.806,2,2013-08-15,2013-08-15,0
41.947,-87.808,1,2013-08-15,2013-08-15,0
41.947,-87.809,1,2013-08-15,2013-08-15,0
41.947,-87.81,2,2013-08-15,2013-08-15,0
41.946,-87.724,5,2013-07-25,2013-07-25,0
41.946,-87.727,1,2013-07-25,2013-07-25,0
41.945,-87.726,5,2013-07-25,2013-07-25,0
41.945,-87.703,2,2013-08-08,2013-08-08,0
41.945,-87.68,4,2013-08-08,2013-08-08,0
41.945,-87.681,5,2013-08-08,2013-08-08,0
41.945,-87.682,1,2013-08-08,2013-08-08,0
41.945,-87.683,4,2013-08-08,2013-08-08,0
41.945,-87.684,2,2013-08-08,2013-08-08,0
41.945,-87.685,3,2013-08-08,2013-08-08,0
41.945,-87.686,4,2013-08-08,2013-08-08,0
41.945,-87.687,3,2013-08-08,2013-08-08,0
41.945,-87.688,3,2013-08-08,2013-08-08,0
41.945,-87.694,2,2013-08-08,2013-08-08,0
41.945,-87.704,4,2013-08-08,2013-08-08,0
41.946,-87.728,3,2013-07-25,2013-07-25,0
41.945,-87.705,3,2013-08-08,2013-08-08,0
41.945,-87.707,1,2013-08-08,2013-08-08,0
41.945,-87.713,2,2013-07-25,2013-07-25,0
41.945,-87.719,3,2013-07-25,2013-07-25,0
41.945,-87.72,3,2013-07-25,2013-07-25,0
41.945,-87.721,4,2013-07-25,2013-07-25,0
41.945,-87.722,7,2013-07-25,2013-07-25,0
41.945,-87.723,2,2013-07-25,2013-07-25,0
41.945,-87.724,3,2013-07-25,2013-07-25,0
41.945,-87.725,8,2013-07-25,2013-07-25,0
41.945,-87.679,2,2013-08-08,2013-08-08,0
41.946,-87.818,3,2013-08-15,2013-08-15,0
41.946,-87.817,3,2013-08-15,2013-08-15,0
41.946,-87.816,4,2013-08-15,2013-08-15,0
41.946,-87.729,1,2013-07-25,2013-07-25,0
41.946,-87.73,4,2013-07-25,2013-07-25,0
41.946,-87.731,2,2013-07-25,2013-07-25,0
41.946,-87.732,3,2013-07-25,2013-07-25,0
41.946,-87.735,1,2013-07-25,2013-07-25,0
41.946,-87.736,1,2013-07-25,2013-07-25,0
41.946,-87.737,1,2013-07-25,2013-07-25,0
41.946,-87.777,1,2013-08-15,2013-08-15,0
41.946,-87.797,2,2013-08-15,2013-08-15,0
41.946,-87.798,3,2013-08-15,2013-08-15,0
41.946,-87.8,3,2013-08-15,2013-08-15,0
41.946,-87.801,3,2013-08-15,2013-08-15,0
41.946,-87.803,3,2013-08-15,2013-08-15,0
41.946,-87.805,4,2013-08-15,2013-08-15,0
41.946,-87.806,2,2013-08-15,2013-08-15,0
41.946,-87.808,3,2013-08-15,2013-08-15,0
41.946,-87.809,1,2013-08-15,2013-08-15,0
41.946,-87.811,4,2013-08-15,2013-08-15,0
41.946,-87.812,2,2013-08-15,2013-08-15,0
41.946,-87.813,2,2013-08-15,2013-08-15,0
41.946,-87.814,5,2013-08-15,2013-08-15,0
41.944,-87.817,3,2013-08-15,2013-08-15,0
41.944,-87.818,2,2013-08-15,2013-08-15,0
41.943,-87.679,1,2013-08-08,2013-08-08,0
41.942,-87.818,2,2013-08-15,2013-08-15,0
41.942,-87.804,2,2013-08-15,2013-08-15,0
41.942,-87.806,2,2013-08-15,2013-08-15,0
41.942,-87.808,1,2013-08-15,2013-08-15,0
41.942,-87.809,5,2013-08-15,2013-08-15,0
41.942,-87.811,1,2013-08-15,2013-08-15,0
41.942,-87.812,2,2013-08-15,2013-08-15,0
41.942,-87.813,3,2013-08-15,2013-08-15,0
41.942,-87.814,2,2013-08-15,2013-08-15,0
41.942,-87.815,2,2013-08-15,2013-08-15,0
41.942,-87.817,2,2013-08-15,2013-08-15,0
41.941,-87.678,1,2013-08-08,2013-08-08,0
41.941,-87.692,2,2013-08-08,2013-08-08,0
41.941,-87.679,2,2013-08-08,2013-08-08,0
41.941,-87.68,4,2013-08-08,2013-08-08,0
41.941,-87.681,2,2013-08-08,2013-08-08,0
41.941,-87.682,3,2013-08-08,2013-08-08,0
41.941,-87.683,1,2013-08-08,2013-08-08,0
41.941,-87.684,2,2013-08-08,2013-08-08,0
41.941,-87.685,2,2013-08-08,2013-08-08,0
41.941,-87.686,2,2013-08-08,2013-08-08,0
41.941,-87.687,2,2013-08-08,2013-08-08,0
41.941,-87.688,1,2013-08-08,2013-08-08,0
41.942,-87.803,2,2013-08-15,2013-08-15,0
41.942,-87.801,1,2013-08-15,2013-08-15,0
41.942,-87.799,4,2013-08-15,2013-08-15,0
41.942,-87.798,4,2013-08-15,2013-08-15,0
41.942,-87.732,6,2013-07-25,2013-07-25,0
41.942,-87.733,1,2013-07-25,2013-07-25,0
41.942,-87.734,2,2013-07-25,2013-07-25,0
41.942,-87.735,4,2013-07-25,2013-07-25,0
41.942,-87.737,2,2013-07-25,2013-07-25,0
41.942,-87.738,2,2013-07-25,2013-07-25,0
41.942,-87.779,2,2013-08-15,2013-08-15,0
41.942,-87.78,1,2013-08-15,2013-08-15,0
41.942,-87.781,2,2013-08-15,2013-08-15,0
41.942,-87.782,1,2013-08-15,2013-08-15,0
41.942,-87.783,1,2013-08-15,2013-08-15,0
41.942,-87.784,1,2013-08-15,2013-08-15,0
41.942,-87.785,1,2013-08-15,2013-08-15,0
41.942,-87.786,2,2013-08-15,2013-08-15,0
41.942,-87.787,2,2013-08-15,2013-08-15,0
41.942,-87.789,3,2013-08-15,2013-08-15,0
41.942,-87.79,1,2013-08-15,2013-08-15,0
41.942,-87.792,2,2013-08-15,2013-08-15,0
41.942,-87.793,3,2013-08-15,2013-08-15,0
41.942,-87.795,2,2013-08-15,2013-08-15,0
41.942,-87.796,1,2013-08-15,2013-08-15,0
41.941,-87.691,2,2013-08-08,2013-08-08,0
41.941,-87.693,1,2013-08-08,2013-08-08,0
41.943,-87.68,1,2013-08-08,2013-08-08,0
41.941,-87.782,2,2013-08-15,2013-08-15,0
41.941,-87.733,2,2013-07-25,2013-07-25,0
41.941,-87.734,1,2013-07-25,2013-07-25,0
41.941,-87.735,3,2013-07-25,2013-07-25,0
41.941,-87.737,1,2013-07-25,2013-07-25,0
41.941,-87.738,2,2013-07-25,2013-07-25,0
41.941,-87.777,1,2013-08-15,2013-08-15,0
41.941,-87.778,2,2013-08-15,2013-08-15,0
41.941,-87.779,1,2013-08-15,2013-08-15,0
41.941,-87.78,1,2013-08-15,2013-08-15,0
41.941,-87.781,1,2013-08-15,2013-08-15,0
41.941,-87.783,1,2013-08-15,2013-08-15,0
41.941,-87.698,3,2013-08-08,2013-08-08,0
41.941,-87.784,1,2013-08-15,2013-08-15,0
41.941,-87.785,2,2013-08-15,2013-08-15,0
41.941,-87.786,3,2013-08-15,2013-08-15,0
41.941,-87.787,2,2013-08-15,2013-08-15,0
41.941,-87.789,2,2013-08-15,2013-08-15,0
41.941,-87.79,2,2013-08-15,2013-08-15,0
41.941,-87.792,3,2013-08-15,2013-08-15,0
41.941,-87.793,2,2013-08-15,2013-08-15,0
41.941,-87.795,2,2013-08-15,2013-08-15,0
41.941,-87.796,2,2013-08-15,2013-08-15,0
41.941,-87.732,6,2013-07-25,2013-07-25,0
41.941,-87.731,2,2013-07-25,2013-07-25,0
41.941,-87.73,2,2013-07-25,2013-07-25,0
41.941,-87.726,3,2013-07-25,2013-07-25,0
41.941,-87.7,1,2013-08-08,2013-08-08,0
41.941,-87.701,2,2013-08-08,2013-08-08,0
41.941,-87.702,3,2013-08-08,2013-08-08,0
41.941,-87.703,4,2013-08-08,2013-08-08,0
41.941,-87.704,5,2013-08-08,2013-08-08,0
41.941,-87.705,5,2013-08-08,2013-08-08,0
41.941,-87.706,6,2013-08-08,2013-08-08,0
41.941,-87.707,3,2013-08-08,2013-08-08,0
41.941,-87.708,1,2013-08-08,2013-08-08,0
41.941,-87.713,2,2013-07-25,2013-07-25,0
41.941,-87.714,2,2013-07-25,2013-07-25,0
41.941,-87.715,3,2013-07-25,2013-07-25,0
41.941,-87.716,5,2013-07-25,2013-07-25,0
41.941,-87.717,3,2013-07-25,2013-07-25,0
41.941,-87.718,4,2013-07-25,2013-07-25,0
41.941,-87.719,5,2013-07-25,2013-07-25,0
41.941,-87.72,2,2013-07-25,2013-07-25,0
41.941,-87.721,4,2013-07-25,2013-07-25,0
41.941,-87.722,2,2013-07-25,2013-07-25,0
41.941,-87.724,1,2013-07-25,2013-07-25,0
41.941,-87.725,4,2013-07-25,2013-07-25,0
41.942,-87.731,1,2013-07-25,2013-07-25,0
41.942,-87.73,1,2013-07-25,2013-07-25,0
41.942,-87.726,3,2013-07-25,2013-07-25,0
41.943,-87.735,5,2013-07-25,2013-07-25,0
41.943,-87.723,1,2013-07-25,2013-07-25,0
41.943,-87.724,5,2013-07-25,2013-07-25,0
41.943,-87.725,6,2013-07-25,2013-07-25,0
41.943,-87.726,3,2013-07-25,2013-07-25,0
41.943,-87.728,2,2013-07-25,2013-07-25,0
41.943,-87.729,2,2013-07-25,2013-07-25,0
41.943,-87.73,1,2013-07-25,2013-07-25,0
41.943,-87.731,2,2013-07-25,2013-07-25,0
41.943,-87.732,3,2013-07-25,2013-07-25,0
41.943,-87.734,3,2013-07-25,2013-07-25,0
41.943,-87.736,2,2013-07-25,2013-07-25,0
41.942,-87.725,2,2013-07-25,2013-07-25,0
41.943,-87.737,2,2013-07-25,2013-07-25,0
41.943,-87.738,2,2013-07-25,2013-07-25,0
41.943,-87.779,2,2013-08-15,2013-08-15,0
41.943,-87.781,2,2013-08-15,2013-08-15,0
41.943,-87.782,1,2013-08-15,2013-08-15,0
41.943,-87.783,1,2013-08-15,2013-08-15,0
41.943,-87.784,1,2013-08-15,2013-08-15,0
41.943,-87.785,2,2013-08-15,2013-08-15,0
41.943,-87.786,3,2013-08-15,2013-08-15,0
41.943,-87.788,2,2013-08-15,2013-08-15,0
41.943,-87.722,3,2013-07-25,2013-07-25,0
41.943,-87.721,6,2013-07-25,2013-07-25,0
41.943,-87.72,3,2013-07-25,2013-07-25,0
41.943,-87.719,5,2013-07-25,2013-07-25,0
41.943,-87.683,2,2013-08-08,2013-08-08,0
41.943,-87.685,2,2013-08-08,2013-08-08,0
41.943,-87.686,2,2013-08-08,2013-08-08,0
41.943,-87.687,3,2013-08-08,2013-08-08,0
41.943,-87.688,2,2013-08-08,2013-08-08,0
41.943,-87.689,1,2013-08-08,2013-08-08,0
41.943,-87.69,1,2013-08-08,2013-08-08,0
41.943,-87.691,1,2013-08-08,2013-08-08,0
41.943,-87.694,1,2013-08-08,2013-08-08,0
41.943,-87.698,1,2013-08-08,2013-08-08,0
41.943,-87.699,1,2013-08-08,2013-08-08,0
41.943,-87.7,2,2013-08-08,2013-08-08,0
41.943,-87.701,1,2013-08-08,2013-08-08,0
41.943,-87.702,1,2013-08-08,2013-08-08,0
41.943,-87.703,2,2013-08-08,2013-08-08,0
41.943,-87.704,1,2013-08-08,2013-08-08,0
41.943,-87.705,4,2013-08-08,2013-08-08,0
41.943,-87.706,4,2013-08-08,2013-08-08,0
41.943,-87.707,2,2013-08-08,2013-08-08,0
41.943,-87.713,2,2013-07-25,2013-07-25,0
41.943,-87.718,2,2013-07-25,2013-07-25,0
41.943,-87.789,1,2013-08-15,2013-08-15,0
41.943,-87.79,2,2013-08-15,2013-08-15,0
41.943,-87.792,3,2013-08-15,2013-08-15,0
41.942,-87.684,4,2013-08-08,2013-08-08,0
41.942,-87.687,2,2013-08-08,2013-08-08,0
41.942,-87.691,2,2013-08-08,2013-08-08,0
41.942,-87.693,2,2013-08-08,2013-08-08,0
41.942,-87.698,3,2013-08-08,2013-08-08,0
41.942,-87.699,2,2013-08-08,2013-08-08,0
41.942,-87.7,1,2013-08-08,2013-08-08,0
41.942,-87.701,1,2013-08-08,2013-08-08,0
41.942,-87.702,1,2013-08-08,2013-08-08,0
41.942,-87.704,2,2013-08-08,2013-08-08,0
41.942,-87.705,2,2013-08-08,2013-08-08,0
41.942,-87.706,2,2013-08-08,2013-08-08,0
41.942,-87.708,1,2013-08-08,2013-08-08,0
41.942,-87.713,1,2013-07-25,2013-07-25,0
41.942,-87.716,3,2013-07-25,2013-07-25,0
41.942,-87.717,5,2013-07-25,2013-07-25,0
41.942,-87.718,2,2013-07-25,2013-07-25,0
41.942,-87.719,4,2013-07-25,2013-07-25,0
41.942,-87.72,2,2013-07-25,2013-07-25,0
41.942,-87.721,3,2013-07-25,2013-07-25,0
41.942,-87.722,2,2013-07-25,2013-07-25,0
41.942,-87.724,2,2013-07-25,2013-07-25,0
41.942,-87.686,4,2013-08-08,2013-08-08,0
41.942,-87.683,3,2013-08-08,2013-08-08,0
41.943,-87.793,2,2013-08-15,2013-08-15,0
41.942,-87.681,3,2013-08-08,2013-08-08,0
41.943,-87.795,3,2013-08-15,2013-08-15,0
41.943,-87.796,2,2013-08-15,2013-08-15,0
41.943,-87.798,5,2013-08-15,2013-08-15,0
41.943,-87.799,2,2013-08-15,2013-08-15,0
41.943,-87.801,1,2013-08-15,2013-08-15,0
41.943,-87.802,2,2013-08-15,2013-08-15,0
41.943,-87.803,2,2013-08-15,2013-08-15,0
41.943,-87.804,2,2013-08-15,2013-08-15,0
41.943,-87.806,1,2013-08-15,2013-08-15,0
41.943,-87.808,3,2013-08-15,2013-08-15,0
41.943,-87.809,3,2013-08-15,2013-08-15,0
41.943,-87.811,2,2013-08-15,2013-08-15,0
41.943,-87.812,2,2013-08-15,2013-08-15,0
41.943,-87.813,2,2013-08-15,2013-08-15,0
41.943,-87.814,3,2013-08-15,2013-08-15,0
41.943,-87.815,1,2013-08-15,2013-08-15,0
41.943,-87.816,1,2013-08-15,2013-08-15,0
41.943,-87.817,2,2013-08-15,2013-08-15,0
41.943,-87.818,2,2013-08-15,2013-08-15,0
41.942,-87.679,2,2013-08-08,2013-08-08,0
41.942,-87.68,4,2013-08-08,2013-08-08,0
41.973,-87.799,3,2011-09-07,2011-09-07,0
41.973,-87.795,1,2011-09-07,2011-09-07,0
41.933,-87.71,2,2013-08-08,2013-08-08,0
41.999,-87.791,4,2013-09-05,2013-09-05,0
42.0,-87.821,2,2013-09-05,2013-09-05,0
41.999,-87.764,3,2013-07-17,2013-07-17,0
41.999,-87.765,1,2013-07-17,2013-07-17,0
41.999,-87.766,5,2013-07-17,2013-07-17,0
41.999,-87.767,4,2013-07-17,2013-07-17,0
41.999,-87.768,4,2013-07-17,2013-07-17,0
41.999,-87.769,3,2013-07-17,2013-07-17,0
41.999,-87.77,4,2013-07-17,2013-07-17,0
41.999,-87.771,1,2013-07-17,2013-07-17,0
41.999,-87.79,2,2013-09-05,2013-09-05,0
41.999,-87.792,4,2013-09-05,2013-09-05,0
41.999,-87.806,3,2013-09-05,2013-09-05,0
41.999,-87.793,1,2013-09-05,2013-09-05,0
41.999,-87.794,5,2013-09-05,2013-09-05,0
41.999,-87.795,4,2013-09-05,2013-09-05,0
41.999,-87.796,3,2013-09-05,2013-09-05,0
41.999,-87.797,3,2013-09-05,2013-09-05,0
41.999,-87.798,4,2013-09-05,2013-09-05,0
41.999,-87.799,4,2013-09-05,2013-09-05,0
41.999,-87.8,2,2013-09-05,2013-09-05,0
41.999,-87.801,2,2013-09-05,2013-09-05,0
41.999,-87.803,1,2013-09-05,2013-09-05,0
42.0,-87.82,2,2013-09-05,2013-09-05,0
42.0,-87.819,3,2013-09-05,2013-09-05,0
42.0,-87.818,1,2013-09-05,2013-09-05,0
42.0,-87.817,1,2013-09-05,2013-09-05,0
42.0,-87.792,1,2013-09-05,2013-09-05,0
42.0,-87.794,4,2013-09-05,2013-09-05,0
42.0,-87.795,2,2013-09-05,2013-09-05,0
42.0,-87.796,2,2013-09-05,2013-09-05,0
42.0,-87.797,4,2013-09-05,2013-09-05,0
42.0,-87.798,2,2013-09-05,2013-09-05,0
42.0,-87.799,3,2013-09-05,2013-09-05,0
42.0,-87.8,2,2013-09-05,2013-09-05,0
42.0,-87.801,2,2013-09-05,2013-09-05,0
42.0,-87.802,3,2013-09-05,2013-09-05,0
42.0,-87.803,3,2013-09-05,2013-09-05,0
42.0,-87.804,3,2013-09-05,2013-09-05,0
42.0,-87.805,8,2013-09-05,2013-09-05,0
42.0,-87.806,1,2013-09-05,2013-09-05,0
42.0,-87.808,4,2013-09-05,2013-09-05,0
42.0,-87.809,5,2013-09-05,2013-09-05,0
42.0,-87.812,2,2013-09-05,2013-09-05,0
42.0,-87.813,1,2013-09-05,2013-09-05,0
42.0,-87.814,2,2013-09-05,2013-09-05,0
42.0,-87.815,1,2013-09-05,2013-09-05,0
42.0,-87.816,4,2013-09-05,2013-09-05,0
41.999,-87.805,7,2013-09-05,2013-09-05,0
41.999,-87.807,4,2013-09-05,2013-09-05,0
42.0,-87.773,2,2013-07-17,2013-07-17,0
41.997,-87.675,5,2013-08-29,2013-08-29,0
41.998,-87.813,2,2013-09-05,2013-09-05,0
41.998,-87.814,1,2013-09-05,2013-09-05,0
41.998,-87.815,2,2013-09-05,2013-09-05,0
41.998,-87.816,1,2013-09-05,2013-09-05,0
41.998,-87.817,2,2013-09-05,2013-09-05,0
41.998,-87.818,2,2013-09-05,2013-09-05,0
41.998,-87.819,1,2013-09-05,2013-09-05,0
41.998,-87.82,2,2013-09-05,2013-09-05,0
41.997,-87.672,3,2013-08-29,2013-08-29,0
41.997,-87.674,4,2013-08-29,2013-08-29,0
41.997,-87.676,2,2013-08-29,2013-08-29,0
41.999,-87.808,2,2013-09-05,2013-09-05,0
41.997,-87.685,4,2013-08-29,2013-08-29,0
41.997,-87.686,3,2013-08-29,2013-08-29,0
41.997,-87.687,3,2013-08-29,2013-08-29,0
41.997,-87.689,2,2013-08-29,2013-08-29,0
41.997,-87.692,2,2013-08-29,2013-08-29,0
41.997,-87.694,2,2013-08-29,2013-08-29,0
41.997,-87.695,2,2013-08-29,2013-08-29,0
41.997,-87.697,2,2013-08-29,2013-08-29,0
41.997,-87.699,2,2013-08-29,2013-08-29,0
41.997,-87.81,1,2011-09-07,2011-09-07,0
41.998,-87.812,3,2013-09-05,2013-09-05,0
41.998,-87.811,1,2013-09-05,2013-09-05,0
41.998,-87.805,2,2013-09-05,2013-09-05,0
41.998,-87.804,1,2013-09-05,2013-09-05,0
41.999,-87.812,2,2013-09-05,2013-09-05,0
41.999,-87.813,2,2013-09-05,2013-09-05,0
41.999,-87.814,5,2013-09-05,2013-09-05,0
41.999,-87.817,2,2013-09-05,2013-09-05,0
41.999,-87.818,1,2013-09-05,2013-09-05,0
41.999,-87.819,1,2013-09-05,2013-09-05,0
41.999,-87.82,3,2013-09-05,2013-09-05,0
41.999,-87.821,1,2013-09-05,2013-09-05,0
41.998,-87.674,1,2013-08-29,2013-08-29,0
41.998,-87.675,1,2013-08-29,2013-08-29,0
41.998,-87.676,1,2013-08-29,2013-08-29,0
41.998,-87.764,3,2013-07-17,2013-07-17,0
41.998,-87.766,4,2013-07-17,2013-07-17,0
41.998,-87.767,2,2013-07-17,2013-07-17,0
41.998,-87.768,5,2013-07-17,2013-07-17,0
41.998,-87.769,1,2013-07-17,2013-07-17,0
41.998,-87.791,1,2013-09-05,2013-09-05,0
41.998,-87.799,1,2013-09-05,2013-09-05,0
41.998,-87.8,3,2013-09-05,2013-09-05,0
41.998,-87.801,1,2013-09-05,2013-09-05,0
41.998,-87.803,2,2013-09-05,2013-09-05,0
42.0,-87.791,4,2013-09-05,2013-09-05,0
42.0,-87.772,4,2013-07-17,2013-07-17,0
41.997,-87.813,3,2011-09-07,2011-09-07,0
42.002,-87.777,1,2013-07-17,2013-07-17,0
42.002,-87.767,2,2013-07-17,2013-07-17,0
42.002,-87.768,4,2013-07-17,2013-07-17,0
42.002,-87.769,2,2013-07-17,2013-07-17,0
42.002,-87.77,1,2013-07-17,2013-07-17,0
42.002,-87.771,2,2013-07-17,2013-07-17,0
42.002,-87.772,5,2013-07-17,2013-07-17,0
42.002,-87.773,4,2013-07-17,2013-07-17,0
42.002,-87.774,4,2013-07-17,2013-07-17,0
42.002,-87.775,2,2013-07-17,2013-07-17,0
42.002,-87.776,4,2013-07-17,2013-07-17,0
42.002,-87.778,1,2013-07-17,2013-07-17,0
42.002,-87.818,1,2013-09-05,2013-09-05,0
42.002,-87.802,1,2013-09-05,2013-09-05,0
42.002,-87.803,2,2013-09-05,2013-09-05,0
42.002,-87.804,1,2013-09-05,2013-09-05,0
42.002,-87.808,6,2013-09-05,2013-09-05,0
42.002,-87.809,2,2013-09-05,2013-09-05,0
42.002,-87.81,5,2013-09-05,2013-09-05,0
42.002,-87.812,5,2013-09-05,2013-09-05,0
42.002,-87.813,2,2013-09-05,2013-09-05,0
42.002,-87.814,1,2013-09-05,2013-09-05,0
42.002,-87.815,1,2013-09-05,2013-09-05,0
42.002,-87.766,3,2013-07-17,2013-07-17,0
42.002,-87.765,1,2013-07-17,2013-07-17,0
42.002,-87.764,4,2013-07-17,2013-07-17,0
42.002,-87.763,3,2013-07-17,2013-07-17,0
42.003,-87.774,4,2013-07-17,2013-07-17,0
42.003,-87.775,3,2013-07-17,2013-07-17,0
