,Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Most_Recent_Spray,Recently_Sprayed,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Weather_hotAndDry,Weather_normal,Day_of_Month,Month,Year,Day_of_Week
951,2007-08-01,CULEX PIPIENS,T151,41.916,-87.801,8,8,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
952,2007-08-01,CULEX PIPIENS/RESTUANS,T152,41.846,-87.716,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
953,2007-08-01,CULEX PIPIENS,T152,41.846,-87.716,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
954,2007-08-01,CULEX PIPIENS/RESTUANS,T154,41.919,-87.752,8,5,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
955,2007-08-01,CULEX PIPIENS/RESTUANS,T154,41.919,-87.752,8,12,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
956,2007-08-01,CULEX PIPIENS,T154,41.919,-87.752,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
957,2007-08-01,CULEX PIPIENS/RESTUANS,T158,41.683,-87.708,9,35,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
958,2007-08-01,CULEX PIPIENS/RESTUANS,T158,41.683,-87.708,9,18,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
959,2007-08-01,CULEX RESTUANS,T158,41.683,-87.708,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
960,2007-08-01,CULEX PIPIENS,T158,41.683,-87.708,9,11,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
961,2007-08-01,CULEX PIPIENS,T158,41.683,-87.708,9,15,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
962,2007-08-01,CULEX PIPIENS/RESTUANS,T162,41.726,-87.614,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
963,2007-08-01,CULEX PIPIENS,T162,41.726,-87.614,8,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
964,2007-08-01,CULEX PIPIENS,T162,41.726,-87.614,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
965,2007-08-01,CULEX PIPIENS/RESTUANS,T218,41.948,-87.731,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
966,2007-08-01,CULEX PIPIENS/RESTUANS,T218,41.948,-87.731,8,8,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
967,2007-08-01,CULEX RESTUANS,T218,41.948,-87.731,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
968,2007-08-01,CULEX PIPIENS,T218,41.948,-87.731,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
969,2007-08-01,CULEX PIPIENS,T218,41.948,-87.731,8,7,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
970,2007-08-01,CULEX PIPIENS/RESTUANS,T220,41.964,-87.692,9,2,1,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
971,2007-08-01,CULEX PIPIENS/RESTUANS,T001,41.954,-87.734,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
972,2007-08-01,CULEX PIPIENS/RESTUANS,T001,41.954,-87.734,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
973,2007-08-01,CULEX PIPIENS,T001,41.954,-87.734,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
974,2007-08-01,CULEX PIPIENS/RESTUANS,T003,41.964,-87.758,8,3,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
975,2007-08-01,CULEX PIPIENS/RESTUANS,T003,41.964,-87.758,8,2,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
976,2007-08-01,CULEX RESTUANS,T003,41.964,-87.758,8,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
977,2007-08-01,CULEX RESTUANS,T003,41.964,-87.758,8,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
978,2007-08-01,CULEX PIPIENS,T003,41.964,-87.758,8,2,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
979,2007-08-01,CULEX PIPIENS/RESTUANS,T006,41.99,-87.797,8,4,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
980,2007-08-01,CULEX PIPIENS,T006,41.99,-87.797,8,3,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
981,2007-08-01,CULEX PIPIENS/RESTUANS,T008,42.008,-87.778,9,15,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
982,2007-08-01,CULEX PIPIENS/RESTUANS,T008,42.008,-87.778,9,41,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
983,2007-08-01,CULEX PIPIENS/RESTUANS,T008,42.008,-87.778,9,26,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
984,2007-08-01,CULEX RESTUANS,T008,42.008,-87.778,9,2,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
985,2007-08-01,CULEX RESTUANS,T008,42.008,-87.778,9,5,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
986,2007-08-01,CULEX PIPIENS,T008,42.008,-87.778,9,50,1,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
987,2007-08-01,CULEX PIPIENS,T008,42.008,-87.778,9,22,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
988,2007-08-01,CULEX PIPIENS/RESTUANS,T012,41.991,-87.747,8,4,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
989,2007-08-01,CULEX PIPIENS/RESTUANS,T012,41.991,-87.747,8,7,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
990,2007-08-01,CULEX RESTUANS,T012,41.991,-87.747,8,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
991,2007-08-01,CULEX RESTUANS,T012,41.991,-87.747,8,3,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
992,2007-08-01,CULEX PIPIENS,T012,41.991,-87.747,8,9,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
993,2007-08-01,CULEX PIPIENS,T012,41.991,-87.747,8,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
994,2007-08-01,CULEX PIPIENS/RESTUANS,T034,41.844,-87.687,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
995,2007-08-01,CULEX PIPIENS,T034,41.844,-87.687,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
996,2007-08-01,CULEX PIPIENS,T034,41.844,-87.687,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
997,2007-08-01,CULEX PIPIENS/RESTUANS,T037,41.921,-87.795,8,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
998,2007-08-01,CULEX PIPIENS/RESTUANS,T037,41.921,-87.795,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
999,2007-08-01,CULEX PIPIENS,T037,41.921,-87.795,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1000,2007-08-01,CULEX PIPIENS,T037,41.921,-87.795,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1001,2007-08-01,CULEX PIPIENS/RESTUANS,T043,41.857,-87.695,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1002,2007-08-01,CULEX PIPIENS/RESTUANS,T043,41.857,-87.695,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1003,2007-08-01,CULEX RESTUANS,T043,41.857,-87.695,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1004,2007-08-01,CULEX RESTUANS,T043,41.857,-87.695,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1005,2007-08-01,CULEX PIPIENS,T043,41.857,-87.695,8,5,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1006,2007-08-01,CULEX PIPIENS/RESTUANS,T047,41.868,-87.696,9,14,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1007,2007-08-01,CULEX RESTUANS,T047,41.868,-87.696,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1008,2007-08-01,CULEX PIPIENS,T047,41.868,-87.696,9,22,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1009,2007-08-01,CULEX PIPIENS,T047,41.868,-87.696,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1010,2007-08-01,CULEX PIPIENS/RESTUANS,T085,41.721,-87.648,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1011,2007-08-01,CULEX PIPIENS/RESTUANS,T085,41.721,-87.648,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1012,2007-08-01,CULEX PIPIENS/RESTUANS,T085,41.721,-87.648,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1013,2007-08-01,CULEX RESTUANS,T085,41.721,-87.648,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1014,2007-08-01,CULEX PIPIENS,T085,41.721,-87.648,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1015,2007-08-01,CULEX PIPIENS,T085,41.721,-87.648,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1016,2007-08-01,CULEX PIPIENS,T085,41.721,-87.648,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1017,2007-08-01,CULEX PIPIENS/RESTUANS,T088,41.869,-87.696,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1018,2007-08-01,CULEX PIPIENS/RESTUANS,T088,41.869,-87.696,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1019,2007-08-01,CULEX PIPIENS/RESTUANS,T088,41.869,-87.696,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1020,2007-08-01,CULEX PIPIENS,T088,41.869,-87.696,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1021,2007-08-01,CULEX PIPIENS,T088,41.869,-87.696,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1022,2007-08-01,CULEX PIPIENS/RESTUANS,T161,41.719,-87.675,9,8,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1023,2007-08-01,CULEX PIPIENS/RESTUANS,T161,41.719,-87.675,9,5,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1024,2007-08-01,CULEX RESTUANS,T161,41.719,-87.675,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1025,2007-08-01,CULEX PIPIENS,T161,41.719,-87.675,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1026,2007-08-01,CULEX PIPIENS,T161,41.719,-87.675,9,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1027,2007-08-01,CULEX PIPIENS/RESTUANS,T219,41.967,-87.675,8,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1028,2007-08-01,CULEX RESTUANS,T219,41.967,-87.675,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1029,2007-08-01,CULEX PIPIENS/RESTUANS,T013,41.924,-87.785,9,5,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1030,2007-08-01,CULEX PIPIENS/RESTUANS,T014,41.97,-87.788,8,4,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1031,2007-08-01,CULEX PIPIENS/RESTUANS,T014,41.97,-87.788,8,12,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1032,2007-08-01,CULEX RESTUANS,T014,41.97,-87.788,8,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1033,2007-08-01,CULEX PIPIENS,T014,41.97,-87.788,8,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1034,2007-08-01,CULEX PIPIENS,T014,41.97,-87.788,8,16,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1035,2007-08-01,CULEX PIPIENS/RESTUANS,T018,42.01,-87.662,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1036,2007-08-01,CULEX PIPIENS/RESTUANS,T030,41.899,-87.717,9,11,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1037,2007-08-01,CULEX RESTUANS,T030,41.899,-87.717,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1038,2007-08-01,CULEX PIPIENS,T030,41.899,-87.717,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1039,2007-08-01,CULEX PIPIENS,T030,41.899,-87.717,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1040,2007-08-01,CULEX PIPIENS/RESTUANS,T084,41.693,-87.599,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1041,2007-08-01,CULEX PIPIENS/RESTUANS,T084,41.693,-87.599,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1042,2007-08-01,CULEX PIPIENS,T084,41.693,-87.599,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1043,2007-08-01,CULEX PIPIENS,T084,41.693,-87.599,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1044,2007-08-01,CULEX PIPIENS/RESTUANS,T144,41.94,-87.795,9,26,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1045,2007-08-01,CULEX PIPIENS/RESTUANS,T144,41.94,-87.795,9,16,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1046,2007-08-01,CULEX RESTUANS,T144,41.94,-87.795,9,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1047,2007-08-01,CULEX PIPIENS,T144,41.94,-87.795,9,10,1,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1048,2007-08-01,CULEX PIPIENS,T144,41.94,-87.795,9,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1049,2007-08-01,CULEX PIPIENS/RESTUANS,T160,41.903,-87.688,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1050,2007-08-01,CULEX PIPIENS/RESTUANS,T160,41.903,-87.688,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1051,2007-08-01,CULEX RESTUANS,T160,41.903,-87.688,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1052,2007-08-01,CULEX PIPIENS,T160,41.903,-87.688,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1053,2007-08-01,CULEX PIPIENS/RESTUANS,T005,41.942,-87.776,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1054,2007-08-01,CULEX PIPIENS,T005,41.942,-87.776,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1055,2007-08-01,CULEX PIPIENS/RESTUANS,T017,41.961,-87.777,9,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1056,2007-08-01,CULEX PIPIENS/RESTUANS,T017,41.961,-87.777,9,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1057,2007-08-01,CULEX RESTUANS,T017,41.961,-87.777,9,1,0,3650.0,0,92,69,81,62,69,0,16,0.0,29.29,30.0,3.5,9,4.1,1,0,1,8,2007,2
1058,2007-08-01,CULEX PIPIENS/RESTUANS,T044,41.883,-87.705,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1059,2007-08-01,CULEX RESTUANS,T044,41.883,-87.705,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1060,2007-08-01,CULEX PIPIENS,T044,41.883,-87.705,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1061,2007-08-01,CULEX PIPIENS/RESTUANS,T035,41.837,-87.678,8,6,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1062,2007-08-01,CULEX PIPIENS,T035,41.837,-87.678,8,5,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1063,2007-08-01,CULEX PIPIENS/RESTUANS,T036,41.837,-87.729,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1064,2007-08-01,CULEX PIPIENS/RESTUANS,T036,41.837,-87.729,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1065,2007-08-01,CULEX PIPIENS,T036,41.837,-87.729,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1066,2007-08-01,CULEX PIPIENS/RESTUANS,T039,41.912,-87.727,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1067,2007-08-01,CULEX PIPIENS/RESTUANS,T060,41.823,-87.678,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1068,2007-08-01,CULEX PIPIENS/RESTUANS,T060,41.823,-87.678,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1069,2007-08-01,CULEX PIPIENS/RESTUANS,T061,41.801,-87.679,8,21,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1070,2007-08-01,CULEX PIPIENS/RESTUANS,T061,41.801,-87.679,8,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1071,2007-08-01,CULEX RESTUANS,T061,41.801,-87.679,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1072,2007-08-01,CULEX PIPIENS,T061,41.801,-87.679,8,6,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1073,2007-08-01,CULEX PIPIENS/RESTUANS,T062,41.801,-87.712,8,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1074,2007-08-01,CULEX PIPIENS/RESTUANS,T062,41.801,-87.712,8,2,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1075,2007-08-01,CULEX RESTUANS,T062,41.801,-87.712,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1076,2007-08-01,CULEX PIPIENS,T062,41.801,-87.712,8,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1077,2007-08-01,CULEX PIPIENS,T062,41.801,-87.712,8,6,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1078,2007-08-01,CULEX PIPIENS/RESTUANS,T065,41.778,-87.752,9,28,1,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1079,2007-08-01,CULEX PIPIENS/RESTUANS,T065,41.778,-87.752,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1080,2007-08-01,CULEX RESTUANS,T065,41.778,-87.752,9,3,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1081,2007-08-01,CULEX RESTUANS,T065,41.778,-87.752,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1082,2007-08-01,CULEX PIPIENS,T065,41.778,-87.752,9,5,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1083,2007-08-01,CULEX PIPIENS,T065,41.778,-87.752,9,8,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1084,2007-08-01,CULEX SALINARIUS,T065,41.778,-87.752,9,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1085,2007-08-01,CULEX PIPIENS/RESTUANS,T066,41.772,-87.703,8,4,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1086,2007-08-01,CULEX PIPIENS/RESTUANS,T066,41.772,-87.703,8,39,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1087,2007-08-01,CULEX PIPIENS/RESTUANS,T066,41.772,-87.703,8,12,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1088,2007-08-01,CULEX RESTUANS,T066,41.772,-87.703,8,6,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1089,2007-08-01,CULEX PIPIENS,T066,41.772,-87.703,8,1,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1090,2007-08-01,CULEX PIPIENS,T066,41.772,-87.703,8,20,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
1091,2007-08-01,CULEX PIPIENS/RESTUANS,T067,41.759,-87.746,9,16,0,3650.0,0,91,69,80,63,70,0,15,0.0,29.34,29.98,2.1,13,3.7,0,1,1,8,2007,2
